Manufacturer,Mark,price,Engine_capacity,Gearbox,Hurd,Type,Color,Year_of_manufacture,Year_of_entry,Engine,Interior_color,Leasing,Drive,Mileage,Conditions,Gate
Subaru,Legacy,11000000,2.0,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2018,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,200000,Дугаар авсан,5
Nissan,Dualis/Qashqai,10000000,2.0,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2012,2019,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,110000,Дугаар авсан,5
Toyota,Aqua,19800000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2016,2023,Бензин,Бусад,Лизинггүй,Урдаа FWD,10000,Дугаар авсан,4
Toyota,Alphard,82000000,2.4,Автомат,Буруу,Гэр бүлийн,Цагаан,2004,2019,Хайбрид,Саарал,Лизинггүй,Бүх дугуй 4WD,400000,Дугаар авсан,4
Toyota,Vanguard ,28500000,2.4,Автомат,Буруу,Суудлын тэрэг,Хүрэн,2009,2020,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,190,Дугаар авсан,5
Nissan,Caravan,13200000,2.0,Автомат,Буруу,Гэр бүлийн,Цагаан,2013,2023,Бензин,Саарал,ББСБ лизингтэй,Хойноо RWD,120000,Дугаар авсан,5
Toyota,Crown,25500000,2.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2023,Хайбрид,Хар,ББСБ лизингтэй,Хойноо RWD,159000,Дугаар авсан,5
Toyota,"Prius 40, 41",30000000,1.8,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2013,2023,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,190,Дугаар аваагүй,5
Toyota,Crown,39000000,2.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2020,Бензин,Шаргал,Лизинггүй,Хойноо RWD,220,Дугаар авсан,4
Toyota,Crown,46800000,2.0,Автомат,Буруу,Суудлын тэрэг,Саарал,2001,2011,Бензин,Саарал,Лизинггүй,Хойноо RWD,4346,Дугаар авсан,4
Toyota,Prius 30,17000000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2022,Хайбрид,Хар,Лизинггүй,Урдаа FWD,200,Дугаар авсан,5
Toyota,Alphard,13500000,2.5,Автомат,Буруу,Гэр бүлийн,Цагаан,2016,2022,Бензин,Шаргал,Лизинггүй,Урдаа FWD,175000,Дугаар авсан,5
Lexus,RX,46000000,3.3,Автомат,Буруу,Жийп,Цагаан,2012,2018,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,120000,Дугаар авсан,5
Lexus,LX,45000000,5.7,Автомат,Зөв,Жийп,Хар,2011,2011,Бензин,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,110000,Дугаар авсан,5
Toyota,Prius 30,17300000,1.8,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2010,2023,Хайбрид,Бусад,ББСБ лизингтэй,Урдаа FWD,148000,Дугаар аваагүй,5
Toyota,Prius 30,13500000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2020,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,180000,Дугаар авсан,5
BMW,X6,38000000,3.5,Автомат,Зөв,Жийп,Улаан,2008,2012,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,160000,Дугаар авсан,5
Nissan,Elgrand,35000000,2.4,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2013,2022,Хайбрид,Цагаан шар,ББСБ лизингтэй,Бүх дугуй 4WD,11111,Дугаар авсан,5
Lexus,NX,65000000,2.0,Автомат,Буруу,Жийп,Сувдан цагаан,2017,2020,Бензин,Цагаан шар,Лизинггүй,Урдаа FWD,43000,Дугаар авсан,5
Toyota,Estima,5000000,2.4,Автомат,Буруу,Гэр бүлийн,Цагаан,2008,2022,Хайбрид,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,200000,Дугаар авсан,5
Toyota,Axio,17000000,1.5,Автомат,Буруу,Суудлын тэрэг,Бусад,2009,2018,Бензин,Бусад,Лизинггүй,Урдаа FWD,180000,Дугаар авсан,5
Nissan,Liberty,3800000,1.9,Автомат,Буруу,Гэр бүлийн,Цагаан,2002,2011,Бензин,Цагаан шар,Лизинггүй,Урдаа FWD,120000,Дугаар авсан,5
Toyota,Camry,65000000,2.5,Автомат,Буруу,Суудлын тэрэг,Саарал,2008,2014,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,180,Дугаар авсан,4
Nissan,Vanette,15500000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2021,Бензин,Хар,Лизинггүй,Урдаа FWD,294000,Дугаар авсан,5
Volkswagen,Jetta,45000000,2.0,Автомат,Зөв,Суудлын тэрэг,Саарал,2015,2023,Дизель,Хар,Лизинггүй,Урдаа FWD,140000,Дугаар аваагүй,4
Hyundai,Santa-Fe,88000000,2.0,Автомат,Зөв,Жийп,Цагаан,2020,2023,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,59000,Дугаар аваагүй,5
Toyota,Land Cruiser 105,37000000,4.5,Механик,Зөв,Жийп,Хар,2005,2005,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,160000,Дугаар авсан,5
BMW,X1,20000000,1.9,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2012,2022,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,130,Дугаар авсан,4
Mercedes-Benz,S-Class,36000000,3.5,Автомат,Зөв,Суудлын тэрэг,Хар,2007,2013,Бензин,Хар,Лизинггүй,Хойноо RWD,145000,Дугаар авсан,5
Lexus,HS,27500000,2.3,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2013,2023,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,184000,Дугаар авсан,5
Lexus,GS,48000000,3.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2008,2016,Хайбрид,Саарал,Лизинггүй,Хойноо RWD,238000,Дугаар авсан,4
Subaru,Forester,19000000,2.0,Автомат,Буруу,Жийп,Сувдан цагаан,2013,2023,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,121500,Дугаар авсан,5
Toyota,Harrier,22000000,3.3,Автомат,Буруу,Жийп,Хар,2008,2017,Хайбрид,Шаргал,Лизинггүй,Бүх дугуй 4WD,200000,Дугаар авсан,4
Toyota,Camry,23000000,2.4,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2006,2015,Бензин,Шаргал,Лизинггүй,Урдаа FWD,194000,Дугаар авсан,4
Mercedes-Benz,S-Class,140000000,3.5,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,2011,2021,Бензин,Бор,Лизинггүй,Хойноо RWD,105,Дугаар авсан,5
Toyota,Estima,5500000,2.4,Автомат,Буруу,Гэр бүлийн,Цайвар цэнхэр,2008,2018,Хайбрид,Шаргал,Лизинггүй,Урдаа FWD,196000,Дугаар авсан,5
Toyota,Prius 30,17800000,1.8,Автомат,Буруу,Суудлын тэрэг,Цагаан,2014,2022,Хайбрид,Цагаан шар,Лизинггүй,Урдаа FWD,130,Дугаар авсан,4
Toyota,Land Cruiser 200,75000000,4.6,Автомат,Зөв,Жийп,Хар,2016,2016,Бензин,Бор,Лизинггүй,Бүх дугуй 4WD,140000,Дугаар авсан,5
Toyota,"Prius 40, 41",28300000,1.8,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2012,2023,Хайбрид,Саарал,Банкны лизингтэй,Урдаа FWD,282000,Дугаар аваагүй,5
Toyota,"Prius 40, 41",22000000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2018,Хайбрид,Саарал,Лизинггүй,Урдаа FWD,200,Дугаар авсан,5
Toyota,Crown,30500000,3.5,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2010,2019,Хайбрид,Хар,ББСБ лизингтэй,Хойноо RWD,150000,Дугаар авсан,5
Mercedes-Benz,GL-Class,210000000,3.6,Автомат,Зөв,Жийп,Хар,2017,2020,Бензин,Хар,Лизинггүй,Хойноо RWD,60000,Дугаар авсан,5
Mazda,Бусад,18000000,2.5,Механик,Буруу,Суудлын тэрэг,Цагаан,2007,2021,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,2134567,Дугаар авсан,3
Toyota,Land Cruiser 200,183500000,4.0,Механик,Зөв,Жийп,Хар,2008,2009,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,100,Дугаар авсан,5
Suzuki,Jimny,60000000,1.5,Автомат,Зөв,Жийп,Ногоон,2020,2020,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,38000,Дугаар авсан,3
Volkswagen,Scirocco,34800000,1.4,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2013,2023,Бензин,Хар,Лизинггүй,Урдаа FWD,165000,Дугаар аваагүй,2
Toyota,Hilux,178000000,2.7,Автомат,Буруу,Жийп,Сувдан цагаан,2003,2022,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,272000,Дугаар авсан,5
Toyota,Estima,13000000,2.4,Автомат,Буруу,Гэр бүлийн,Ягаан,2012,2022,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,128000,Дугаар авсан,5
Mercedes-Benz,S-Class,140000000,3.5,Автомат,Зөв,Суудлын тэрэг,Саарал,2011,2023,Бензин,Хар,Банкны лизингтэй,Хойноо RWD,110000,Дугаар аваагүй,4
Toyota,Land Cruiser 200,85000000,4.6,Автомат,Зөв,Жийп,Хар саарал,2008,2012,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,130000,Дугаар авсан,5
Toyota,"Prius 40, 41",27900000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2023,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,160000,Дугаар авсан,5
Suzuki,Jimny,60000000,1.3,Механик,Зөв,Суудлын тэрэг,Саарал,2018,2019,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,44000,Дугаар аваагүй,2
Lexus,LX,33000000,4.7,Автомат,Зөв,Жийп,Цайвар цэнхэр,2003,2009,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,200000,Дугаар авсан,5
Toyota,Kluger,34500000,3.5,Автомат,Буруу,Жийп,Хар,2013,2023,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,145000,Дугаар аваагүй,5
Toyota,Harrier,56500000,3.3,Автомат,Буруу,Жийп,Хар,2012,2023,Хайбрид,Хар,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар аваагүй,5
Toyota,Prius 30,21000000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2020,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,188000,Дугаар авсан,5
Toyota,Harrier,29000000,3.0,Автомат,Буруу,Гэр бүлийн,Хар,1999,2008,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар авсан,5
Toyota,Prius 20,17600000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2006,2020,Бензин,Хар,Лизинггүй,Урдаа FWD,220,Дугаар авсан,4
Toyota,Prius 30,21000000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2021,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,166433,Дугаар авсан,5
Toyota,Crown,17000000,3.5,Автомат,Буруу,Суудлын тэрэг,Бусад,2014,2023,Хайбрид,Бусад,Банкны лизингтэй,Хойноо RWD,154000,Дугаар аваагүй,4
Lexus,RX,70000000,3.5,Автомат,Зөв,Гэр бүлийн,Саарал,2016,2021,Бензин,Шаргал,ББСБ лизингтэй,Урдаа FWD,100000,Дугаар авсан,5
Toyota,Fielder,17000000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2014,2020,Хайбрид,Хар,Лизинггүй,Урдаа FWD,120000,Дугаар авсан,5
Toyota,Sai,36000000,2.4,Автомат,Буруу,Суудлын тэрэг,Саарал,2010,2022,Хайбрид,Хар,Лизинггүй,Урдаа FWD,86000,Дугаар авсан,4
Toyota,Harrier,30000000,3.0,Автомат,Буруу,Жийп,Саарал,2008,2022,Бензин,Саарал,Лизинггүй,Бүх дугуй 4WD,120000,Дугаар авсан,5
Toyota,Prius 30,20500000,1.8,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2023,Хайбрид,Хар,Лизинггүй,Урдаа FWD,1,Дугаар авсан,5
Toyota,Crown,13500000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2019,2023,Хайбрид,Хар,Лизинггүй,Хойноо RWD,61000,Дугаар аваагүй,4
Toyota,Highlander,35000000,3.3,Автомат,Зөв,Жийп,Саарал,2009,2018,Хайбрид,Саарал,Лизинггүй,Бүх дугуй 4WD,120,Дугаар авсан,5
Toyota,Land Cruiser Prado,150000000,2.7,Автомат,Буруу,Жийп,Хар,2007,2017,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,180000,Дугаар авсан,5
Toyota,Crown,49000000,2.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2021,Бензин,Шаргал,Лизинггүй,Хойноо RWD,130000,Дугаар авсан,5
Toyota,Prius 30,19000000,1.8,Автомат,Буруу,Суудлын тэрэг,Саарал,2011,2023,Хайбрид,Хар,Лизинггүй,Урдаа FWD,162950,Дугаар авсан,5
Toyota,Prius 20,15500000,1.5,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2008,2020,Бензин,Бусад,Лизинггүй,Урдаа FWD,130000,Дугаар авсан,4
Toyota,Crown,48000000,2.5,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2022,Бензин,Хар,Лизинггүй,Хойноо RWD,160000,Дугаар авсан,4
Nissan,Wingroad,7500000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2019,Бензин,Хар,Лизинггүй,Урдаа FWD,240000,Дугаар авсан,4
Toyota,Aqua,12000000,1.5,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2021,Хайбрид,Бусад,Лизинггүй,Урдаа FWD,200000,Дугаар авсан,5
Suzuki,SX4,4500000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2019,Бензин,Хар,Лизинггүй,Урдаа FWD,100000,Дугаар авсан,4
Lexus,LX,240000000,5.7,Автомат,Зөв,Жийп,Хар,2016,2016,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,83000,Дугаар авсан,5
Honda,Civic,5500000,1.3,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2007,2017,Бензин,Саарал,Лизинггүй,Урдаа FWD,1,Дугаар авсан,5
Suzuki,Escudo,27000000,2.7,Автомат,Буруу,Жийп,Саарал,2006,2015,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,200000,Дугаар авсан,5
Nissan,Note,15500000,1.5,Автомат,Буруу,Суудлын тэрэг,Ногоон,2007,2014,Бензин,Бор,Лизинггүй,Бүх дугуй 4WD,200000,Дугаар авсан,5
Nissan,X-Trail,22800000,2.0,Автомат,Буруу,Гэр бүлийн,Ногоон,2012,2022,Бензин,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,24,Дугаар авсан,5
Mercedes-Benz,GL-Class,210000000,2.0,Автомат,Зөв,Жийп,Бор,2021,2022,Бензин,Саарал,Лизинггүй,Урдаа FWD,10000,Дугаар авсан,5
Toyota,Land Cruiser 200,185000000,4.5,Автомат,Зөв,Жийп,Хар,2016,2017,Дизель,Шаргал,Лизинггүй,Бүх дугуй 4WD,114000,Дугаар авсан,5
Lexus,RX,69500000,3.5,Автомат,Буруу,Жийп,Хар,2012,2023,Хайбрид,Бусад,ББСБ лизингтэй,Бүх дугуй 4WD,180000,Дугаар авсан,5
Dodge,Ram,360000000,5.0,Автомат,Зөв,Жийп,Саарал,2022,2023,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,4000,Дугаар аваагүй,4
Toyota,Prius 20,12900000,1.5,Автомат,Буруу,Суудлын тэрэг,Цагаан,2005,2013,Хайбрид,Хар,Лизинггүй,Урдаа FWD,240000,Дугаар авсан,5
Subaru,Forester,19000000,2.0,Автомат,Буруу,Жийп,Хар,2010,2018,Бензин,Хар,Лизинггүй,Бүх дугуй 4WD,198000,Дугаар авсан,5
Nissan,Patrol,175000000,5.6,Автомат,Зөв,Жийп,Шар,2010,2011,Бензин,Шаргал,Лизинггүй,Бүх дугуй 4WD,86000,Дугаар авсан,5
